number,style,runs,font,bold,text
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
86,Body Text,143,,None,"He was a movie producer who was ahead of his time. He took a chance on an unknown author and her first book that could have been a flop. He paid the most for the film rights in 1936 than had ever been paid before. And the book could have been a flop! Come and find out how he accomplished making Gone With The Wind (GWTW) and why did Hollywood call this Selznick's Folly. Join Judy DeBolt as she takes you through the process to bring GWTW to the screen. If you have not heard her Margaret Mitchell presentation on how she wrote the book, it is highly recommended that you also attend that class."
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
87,Body Text,31,,None,Consider retaking this class since Judy will share with you her experiences last summer viewing original costumes from GWTW. You will not be disappointed.
88,Heading 1,1,,None,"Feed Me, Seymour: The Southeast’s Amazing Plant Carnivores"
89,Heading 3,1,,None,"Monday, June 22, "
90,Body Text,1,,None,10:00 AM - 11:00 AM | $
91,Body Text,1,,None,Instructor: Angela Underwood
92,Body Text,1,,None,The Southeast United States is a hotspot for carnivorous plant diversity. Discover what makes a plant a carnivore and areas where you may find this amazing flora.
93,Normal,62,Arial,True,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
93,Normal,62,Calibri,None,"Important Information: UWF business operations are being conducted remotely until further notice. Please contact Leisure Learning by email at Checks will not be accepted for  Summer registrations.  Phone registrations  by  credit  card  will be open on Tuesday, May 26, 2020 9 a.m. to 1 p.m. ONLY (call 850.474.3491). Zoom registration links will be emailed to participants"
